First Name,Last Name,Age,Sex
Katherine,Martell,38,LGBT
Mary,Mcconnell,15,LGBT
Richard,Hill,33,Not Defined
Jan,Marbley,55,Not Defined
Susan,Jones,25,LGBT
Robert,Baker,56,F
Paulette,Fowler,46,M
Pamela,Edwards,56,F
Don,Harbeson,49,LGBT
William,Toenges,41,F
Lori,Castaneda,46,F
Jose,Larson,24,F
Nancy,Rankin,52,M
Alfred,Karsten,31,M
Mitchell,Morey,65,M
John,Yancy,12,Not Defined
Brandon,Waugh,49,LGBT
James,Davis,53,F
Barbara,Mullins,66,F
Shelly,Molinar,166,M
Kevin,Jackson,30,LGBT
Georgia,Wildey,44,M
Arthur,Ortiz,48,M
Philip,Deckard,184,LGBT
Russell,Cox,12,M
John,Filipponi,109,LGBT
Willie,Daniel,18,F
Cora,Montes,50,M
Jill,Green,19,F
Daniel,Washington,17,M
Julia,Smith,37,M
Bertha,Frierson,32,M
Robin,Romo,88,M
Ernestine,Wheeler,48,LGBT
Richard,Johnson,12,F
Angela,Kalina,45,F
Stella,Castellana,68,M
Patrick,Andre,64,F
Joyce,Ordway,70,M
Sharon,Handley,55,Not Defined
Michaela,Burford,130,M
Richard,Sanders,19,M
Carolyn,Argueta,24,Not Defined
Della,Almy,58,Not Defined
Joellen,Gard,78,F
Bobby,Hooper,63,M
Amos,Brooks,25,F
Yetta,Savage,16,F
Julie,Lankford,142,LGBT
Leo,Mayo,53,M
Albert,Kennedy,20,F
Lorie,Elrod,79,LGBT
Sharonda,Smith,42,M
James,Barnes,45,F
Susan,Myers,187,LGBT
Eric,Harmon,50,F
Maurice,Jensen,28,F
Harold,Morgan,41,LGBT
Barbra,Marks,10,LGBT
Gary,Ware,21,M
Jessie,Cooley,48,F
Richard,Hutcherson,14,F
Lucille,Stansbury,33,F
Boris,Bates,65,M
Andrea,Hobson,7,LGBT
Albert,Price,27,LGBT
Scott,Thomas,61,F
Robert,Shea,63,Not Defined
Maria,Burns,19,M
Eddie,Hodges,20,M
Pam,Harris,33,F
Altha,Bustos,35,F
Valerie,Allen,42,LGBT
Thomas,Miller,52,LGBT
Maurice,Swift,37,M
Sharon,Bradley,12,LGBT
Judith,Winkler,12,LGBT
Michael,Castillo,50,M
Barbara,Ojala,26,F
Luke,Buckley,82,M
Charlie,Montgomery,35,LGBT
Elijah,Hendry,54,M
Stefanie,Scavotto,21,M
Harold,Beck,49,F
Shawn,Burney,81,Not Defined
Josue,Fox,91,LGBT
Jason,Hammer,21,F
Vickie,Rose,48,M
Paul,Lum,31,LGBT
Nathan,Bryant,38,F
Jesse,Kirk,25,F
James,Mitchell,43,M
David,Pannell,53,F
Juanita,Naquin,11,LGBT
Patricia,Sullivan,60,F
Kenneth,Solis,135,LGBT
Todd,Warmbier,29,M
David,Chou,63,F
Wilda,Norris,50,M
Laura,Bessick,120,LGBT
James,Moore,20,LGBT
Amy,Hoffman,17,F
Kathleen,Mendoza,45,LGBT
Sylvia,Elias,76,F
Richard,Gantt,43,M
Samuel,King,77,M
Katherine,Alexander,27,Not Defined
Anne,Bosworth,35,LGBT
Christopher,Paskett,14,F
Jerry,Fritch,21,F
Rhoda,Synder,45,M
Lawrence,Stouffer,32,Not Defined
Charles,Fleming,42,M
Carl,Mctaggart,48,LGBT
Christine,Durham,48,F
Kathleen,Rigatti,5,M
Marco,Mcmahan,175,Not Defined
Janice,Cousin,20,Not Defined
Laura,Hamrick,22,F
Catherine,Smith,63,F
Mary,Martin,43,LGBT
Sandra,Hartman,162,LGBT
Brittany,Kukowski,43,M
David,Stanley,11,M
Gregory,Leiker,62,M
Charles,Klingel,174,M
Jewell,Monaghan,36,M
Joanna,Sweed,63,F
Marion,Anderson,65,F
Mary,Spurrier,153,LGBT
Abigail,Spencer,44,M
Garland,Baumann,61,M
Renee,Beckner,57,LGBT
Mary,Wheeler,30,LGBT
Sam,Tyner,117,M
Tina,Green,47,Not Defined
John,Cox,49,M
Samuel,Whitley,49,LGBT
Kim,Williams,73,M
Norma,Medeiros,52,M
Michael,Hayes,63,M
Lillian,Smith,38,LGBT
James,Contreras,1,F
Todd,Rutan,63,M
Anthony,Garza,68,F
Charles,Mems,67,F
Robert,Bolden,37,M
David,Muellerleile,47,M
Michael,Jozwiak,29,M
William,King,16,F
Robert,Newell,67,LGBT
Tricia,Timlin,185,M
Charles,Stillman,45,M
Gabriel,Nielsen,59,M
Joel,Fernandez,21,M
Esther,Holmes,44,F
Cora,Goldberg,64,M
Benjamin,Salvemini,44,LGBT
Christopher,Miller,53,M
Mary,Acosta,18,LGBT
George,Etheridge,49,M
Jean,Sanchez,22,F
Virginia,Overfield,65,M
Joshua,Goodwin,4,F
Howard,Kemp,35,Not Defined
Christine,Flowers,68,F
Nicole,Fetters,38,LGBT
Austin,Branscum,172,M
Elsie,Devine,36,M
Don,Wagner,70,Not Defined
Ethel,Laskowski,110,M
Douglas,Ogrady,15,F
Grace,Theriault,135,M
Marjorie,Hiller,40,F
Patricia,Paradis,10,LGBT
Benjamin,Brent,138,Not Defined
Ruth,Muraski,50,LGBT
George,Foster,53,M
David,Mims,56,LGBT
Irene,Sannicolas,185,LGBT
Joe,Adkins,53,M
Barry,Milardo,98,M
Deborah,Isaacson,60,F
Michael,Parnell,40,F
Nathan,Mcafee,25,Not Defined
Elizabeth,Mcalpin,54,LGBT
David,Houston,43,F
Delpha,Elmore,168,F
Terrence,Williams,24,M
Jesse,Sipes,58,M
William,Segal,44,LGBT
Delinda,Martinez,64,F
Milton,Chasteen,94,F
Glenn,Wilkins,87,F
Jamie,Addiego,34,M
Shane,Holt,158,M
Marvin,Graf,23,F
Evelyn,Husbands,44,Not Defined
Carlos,Merritt,56,F
Dorthy,Langowski,64,M
Tracy,Self,100,M
Carl,Perez,63,M
Donald,Nolan,10,M
Lori,Davis,7,F
Linda,Riddle,76,M
Kathleen,Sutton,22,M
Don,Cool,26,M
Robert,Yang,16,LGBT
Brenda,Doss,45,Not Defined
Gary,Thomas,13,F
Ermelinda,Newton,69,LGBT
Fred,Mcfarland,35,LGBT
James,Hill,64,LGBT
Diana,Tyler,171,M
Bernard,Vick,86,F
Linda,Reyes,54,F
Gabriela,Tucker,67,LGBT
William,Metzger,68,Not Defined
Lucille,Rogers,18,Not Defined
Lilly,Sealey,89,LGBT
Ralph,Williford,68,F
John,Mcalister,24,F
Chris,Trejo,26,M
Denis,Hussein,59,F
David,Essex,52,M
Stephanie,Schuman,45,M
Abby,Madison,19,F
Stephen,Zinzow,35,F
Joseph,Oros,138,M
Robert,Cox,56,F
William,Terry,51,M
Timothy,King,30,M
Barbara,Parker,57,M
Erma,Walker,173,LGBT
John,Hazel,25,F
William,Hyde,64,F
Edward,Houston,41,F
Eva,Billings,14,F
Brunilda,Chambers,23,F
Dusty,Lee,44,F
Oscar,Price,61,M
Althea,Brumbaugh,19,LGBT
Frances,Prager,44,M
Ronnie,Heath,154,LGBT
Deborah,Renfrew,52,Not Defined
Robert,Kasprowicz,48,LGBT
Alan,Wilson,38,LGBT
Jason,Moore,48,M
John,Mooney,33,LGBT
Marcel,Brandenburg,28,LGBT
Lynne,Estes,110,F
Edna,Hamm,48,Not Defined
Kenneth,Hogan,35,F
Billy,Moreton,177,F
Michael,Green,45,F
Christi,Mendosa,27,M
Sara,Connor,61,M
Bertha,Barkley,20,F
Barbara,Garrett,61,LGBT
Michael,Lynch,50,F
Charlotte,Turnquist,25,M
Shantel,Price,26,F
Catherine,Rupp,35,F
Sylvester,Mutter,61,M
Benjamin,Laurie,112,F
Susan,Kizzee,7,M
Theresa,Barnes,38,F
Trina,Clark,26,M
Meagan,Lewis,125,F
Jennifer,Garcia,69,F
Ronald,Maeda,62,F
Cynthia,Berg,69,M
John,Hawkins,45,F
Nathaniel,Lowe,59,M
Steven,Nowlin,3,M
Curtis,Pratt,66,M
Matthew,Phillips,58,Not Defined
Bryan,Chavez,33,F
Leora,Mcinerney,33,Not Defined
Heather,Campbell,66,LGBT
Pamela,Ferguson,51,LGBT
Pilar,Root,32,LGBT
Yolanda,Stroud,70,M
Frances,Carlson,27,F
Katherine,Lindsay,36,M
Pauline,Walsh,25,Not Defined
Virgie,Lauderdale,68,LGBT
John,Delvalle,114,M
Willie,Williams,70,M
Robert,Taylor,27,F
Katie,Smiley,18,F
Brent,Goehner,59,LGBT
Andrea,Newton,43,F
Thomas,Mata,28,M
Mary,Gordon,67,F
Allen,Martin,5,LGBT
Jeff,Conlon,85,F
Kenneth,Eller,19,LGBT
Juan,Harvey,50,M
James,Twitty,69,M
Jason,Bennett,45,M
Eddie,Jackson,58,LGBT
Wanda,Jacobs,52,F
Alisha,James,62,F
Robert,Lyons,36,M
John,Reyes,70,LGBT
Orval,Southard,64,F
Dixie,Paro,98,M
Dong,Price,44,LGBT
Jack,Wilson,3,LGBT
Anthony,Rybka,74,Not Defined
Cassaundra,Schultz,26,M
Joshua,Pannell,20,LGBT
Phillip,Shafer,34,LGBT
Darlene,Nichols,182,LGBT
Bernice,Worden,15,LGBT
Nancy,Jimenez,113,LGBT
Julie,Laman,32,F
Marcus,Moore,38,M
Kathryn,Candelario,10,M
Linda,Vangieson,37,F
Jeanette,Drown,30,M
Patrick,Olivero,64,F
Mary,Mcrae,54,LGBT
Misty,Ownby,66,M
Therese,Crumrine,47,F
Sarah,Bailey,35,F
Jason,Ramos,12,LGBT
Eric,Sanders,47,LGBT
Ricky,Buckles,43,M
Diane,Shih,66,F
Marnie,Ruckman,64,LGBT
Allison,Monahan,19,Not Defined
Leroy,Dunn,60,M
Amelia,Turk,42,LGBT
Jeremy,Norris,167,LGBT
Vincent,Edmunds,41,LGBT
John,Kellerman,38,LGBT
John,Chin,40,Not Defined
Betty,Grenier,194,LGBT
James,Shiba,5,LGBT
Morton,Ward,56,M
Heidi,Reese,68,M
Nannie,Kaiser,35,LGBT
Santos,Figueroa,30,LGBT
Joan,Martinez,127,M
Richard,Dickson,50,LGBT
Michael,Tune,56,M
Ora,Reedy,92,F
Jerry,Castleman,38,LGBT
Larry,Torres,69,M
James,Boles,55,F
Jamie,Counts,49,LGBT
Michael,Hernandez,20,Not Defined
Prince,Tomlinson,64,LGBT
Tracey,Jemison,54,LGBT
Jack,Morabito,51,LGBT
Sharon,Gray,80,LGBT
Fred,Young,47,F
Sadie,Perez,57,Not Defined
Kyle,Tonner,16,M
June,Miyashiro,10,M
Ken,Perry,43,F
Myrtle,Geary,66,M
Thad,Crawford,34,LGBT
Tracey,Wolters,24,M
Christina,Ewald,37,M
Nancy,Fedele,62,F
Kevin,Harper,62,LGBT
Nicole,Cook,18,Not Defined
Richard,Rehl,20,M
Sarah,Stults,49,M
Sandra,Stavros,51,F
Joy,Farley,70,F
Richard,Miller,59,M
James,Haggins,18,LGBT
William,Young,58,M
Margaret,Volk,63,F
Esther,Green,51,LGBT
Francis,Gould,49,M
Teresa,Northrup,37,F
Annette,Canterbury,63,M
Allen,Driver,47,M
Robert,Harper,36,M
Larry,Duponte,11,Not Defined
David,Luby,19,LGBT
Daniel,Browning,36,LGBT
Marilynn,Cotton,34,LGBT
Alexander,Walker,110,LGBT
Leon,Wilson,55,F
Kristy,Ianacone,63,M
Phillip,Miller,53,Not Defined
Jimmy,Jones,60,LGBT
Nicole,Orosco,51,M
Suzanne,Gamble,47,F
Dalton,Carty,20,M
Toni,Estrada,42,F
Juan,Alger,174,F
Kevin,Heinz,55,LGBT
David,Trudnowski,26,LGBT
Jocelyn,Rambo,34,F
David,Corum,65,F
Lena,Harms,55,LGBT
Lisa,Flores,60,M
Denise,Stover,171,M
Bonnie,Zana,170,M
Johnny,Saathoff,171,M
Gail,Bracco,42,Not Defined
Robert,Gray,19,LGBT
Araceli,Perez,37,M
Jaclyn,Alexander,59,M
Alma,Bailey,52,F
Diane,Cromwell,6,F
Sheri,Ladd,44,LGBT
Gretchen,Jones,28,M
Charles,Hofheimer,47,F
Julia,Nelson,36,LGBT
Albert,Smith,19,Not Defined
Robin,Fassino,57,Not Defined
Sherman,Morin,5,Not Defined
Charles,Mangrum,168,Not Defined
Deborah,Dickson,16,LGBT
Sandra,Henkel,65,F
David,Hall,47,F
Gladys,Martin,45,Not Defined
Keith,Srinivasan,63,LGBT
William,Williams,12,M
Margaret,Davis,47,M
Amy,Larson,21,LGBT
Patty,Robinson,38,M
Lucille,Ackles,37,F
Annie,Mondor,57,F
Jorge,Alderman,10,Not Defined
George,Salvadore,56,LGBT
Bobbie,Alvares,41,LGBT
Wanda,Burrell,21,M
Maria,Mcguire,24,LGBT
Debra,Hernandez,43,F
Sherri,Lusk,19,M
Kris,Olson,78,Not Defined
Michael,Karpinski,27,LGBT
Michael,Mcnaughton,54,M
Keith,Portz,12,Not Defined
Alfred,Mahabir,48,F
Josephine,Renick,23,M
Barbara,Cammarata,12,M
Clifford,Smith,11,M
Kevin,Brown,58,Not Defined
Robert,Smith,41,M
Jewel,Cully,37,Not Defined
Adam,Johnson,50,M
Geraldine,Hasenberg,10,LGBT
Jennifer,Highfill,55,F
Roslyn,Green,31,LGBT
Dorothy,Quan,21,F
Norman,Moore,96,LGBT
Charles,Hernandez,179,M
Mary,Sifuentes,62,M
Eddie,Pereira,45,LGBT
Michael,Byars,1,M
James,Rimmer,33,LGBT
Rickey,Shon,6,M
Stephen,Connor,56,LGBT
Damon,Rivers,19,F
Latoya,Waters,35,LGBT
Jose,Hughes,9,LGBT
Robert,Price,39,M
Gladys,Ramirez,43,LGBT
Larry,Wilson,54,F
James,Rhoads,33,Not Defined
Danielle,Perez,64,M
Joshua,Gondek,178,F
Elisabeth,Hopper,24,LGBT
Joyce,Valdez,144,F
Janet,Barlowe,31,Not Defined
Gilberto,Pickett,27,LGBT
Marilyn,Hall,50,F
David,Bristow,29,M
Dolores,Bently,41,F
David,Rodriquez,76,F
Thomas,Murray,25,LGBT
Josephine,Fields,54,F
Cody,Lorts,20,F
Laura,Holt,95,LGBT
Joe,Emery,64,Not Defined
Jason,Sinclair,56,M
Lucille,Beck,32,M
Francis,Anderson,44,F
Darlene,Buzard,126,M
Scott,Alvarez,164,LGBT
Susan,Quinn,60,F
Brian,Bessey,29,M
Brett,Benge,12,M
David,Morgan,41,LGBT
Jamie,Tackett,28,M
Lewis,Felix,23,LGBT
James,Vargas,18,M
Paul,Delarosa,68,F
Robert,Franklin,7,F
Casey,Bear,79,M
Debra,Trice,62,F
Carl,Lehnen,68,F
Mary,Hyun,65,LGBT
Tamika,Snodgrass,54,M
Hector,Renner,69,LGBT
Rene,Walls,148,LGBT
Agnes,Powell,15,LGBT
Andrew,Smith,37,M
Julian,Nelson,47,LGBT
Lorraine,Mcnamara,33,LGBT
Pauline,Camper,56,M
Jamie,Oneill,188,LGBT
Mary,Mcdonald,18,LGBT
Pamela,Conner,39,F
Sue,Segura,23,M
Rose,Comstock,50,F
Brett,Baggett,18,LGBT
Mindy,Rawling,67,Not Defined
Albert,Nixon,66,M
Dwayne,Burger,38,F
Brandon,Wells,53,LGBT
Bernard,Vaughn,24,Not Defined
James,Green,42,M
Tammy,Rush,29,F
Patrick,Hedin,2,LGBT
Julie,Harlow,45,LGBT
Guy,Wall,18,F
Roy,Dubois,61,F
Daniel,Rockhill,48,F
Vilma,Thornburg,16,LGBT
Robert,Parker,40,LGBT
Xavier,Metcalf,55,M
Carlos,Greene,35,F
Adina,Gadson,63,M
Carol,Tatum,159,M
Teresa,Benedict,41,LGBT
William,Carson,34,LGBT
William,Pless,159,LGBT
Daniel,Lund,69,F
Mike,Conley,29,Not Defined
Bonnie,Stoffregen,9,LGBT
Linda,Sheikh,26,F
Linda,Black,44,LGBT
Henry,Lartigue,27,Not Defined
Richard,Krag,38,LGBT
Kimberly,Cook,21,F
Faye,Allen,27,LGBT
Everett,Shirah,50,M
Susan,Reese,51,M
Ethel,Riston,46,Not Defined
Sandra,Johnson,43,M
Jeni,Stahly,27,F
Nita,Delgado,51,M
Donald,Thompson,51,LGBT
Arthur,Hartsfield,32,M
Suzanne,Hobbs,147,M
Mitchell,James,15,F
Linda,Crow,61,M
Angela,Harris,68,LGBT
James,Montez,61,LGBT
Mary,Fluitt,158,F
Julie,Trinidad,38,F
Claudette,Cavett,5,F
Stacie,Cervantes,57,LGBT
Kimberly,Dobson,59,M
Rosa,Harned,36,M
Isreal,Frantz,28,M
Edward,Graffagnino,50,LGBT
Charlotte,Williams,21,M
Sheila,Oglesby,42,F
John,Mcalister,45,M
Renda,Miller,79,LGBT
Rebecca,Person,180,LGBT
Brendan,Howell,133,LGBT
Sandra,Jackson,9,LGBT
Kristen,Myers,23,F
Susan,Chapman,49,LGBT
Howard,Parham,47,LGBT
Adam,Svec,30,F
Debbie,Turney,13,Not Defined
Arthur,Ferguson,55,F
Monica,Stay,47,M
Kerri,Connor,49,F
Edgardo,Peters,21,M
Brian,Hereford,4,M
Mary,Miller,137,M
Beulah,Madison,22,F
Dorothy,Daniel,50,M
Joyce,Mcmaster,27,F
Mario,Bayless,18,F
Virginia,Young,64,LGBT
Randy,Sheline,25,F
Clarissa,Neihart,57,LGBT
Jerry,Jameson,34,LGBT
Asley,Patterson,47,M
Louis,Bossert,199,M
Erika,Olsson,147,F
Elizabeth,Taft,46,F
Essie,Talerico,55,M
Doris,Wertz,47,LGBT
Rosa,Harrington,13,M
Mary,Heslop,184,LGBT
Mary,Jenks,62,LGBT
Chelsea,Schaffner,45,LGBT
Jeremy,Coleman,180,Not Defined
Peter,Rodriguez,99,M
Elizabeth,Barnett,69,M
Sean,Laureano,4,LGBT
Steven,Simmons,6,LGBT
David,Dobos,21,Not Defined
Kelly,Allan,177,M
Denise,Tolley,16,F
Willie,Darrough,53,M
Diane,Brown,68,F
Polly,Savell,145,LGBT
Ronald,Hunter,25,M
Kevin,Stratton,33,LGBT
Mildred,Radune,78,M
Jack,Chan,25,LGBT
Daniel,Pence,28,F
Danielle,Skeans,46,LGBT
Jessica,Lundgren,66,F
Shannon,Carwile,46,M
Betty,Blake,58,M
Janet,Dotson,60,F
Lidia,Aguilar,25,LGBT
Anna,Messler,68,M
Charles,Hazzard,55,M
Juana,Roberts,49,F
Christopher,Wickersham,187,F
Samuel,Butler,41,F
Paul,Glasscock,39,M
Harry,Steele,27,M
Joshua,Reeves,28,F
Deidra,Cabrera,42,M
Frances,Hammond,84,F
Mark,Davis,48,M
Lauretta,Fonua,50,LGBT
Teresa,Mccomber,31,Not Defined
Helen,Stewart,24,LGBT
Michelle,Andersen,34,M
Michelle,Ulrich,95,LGBT
Rose,Rogers,14,M
Cynthia,Moyer,49,LGBT
Frances,Anderson,99,F
Donald,Lowden,1,F
Jacqueline,Davila,101,F
Marcia,Horton,60,F
Steven,Miller,55,F
Carol,Sands,58,LGBT
Joseph,Banta,18,F
Myrtle,Korewdit,51,LGBT
Louis,Ramos,56,F
Samuel,Chavez,52,F
Hazel,Gonzalez,69,F
Ashley,Mucciolo,25,F
Beverly,Brittingham,70,F
Eva,Evans,29,F
Shannon,Hendricks,136,M
Linda,Spector,33,F
Alexandria,Mccorkle,142,M
Gloria,Surber,7,F
Beatriz,Thompson,61,LGBT
Edward,Sobieski,54,LGBT
Catherine,Rojas,57,LGBT
Jessica,Martin,151,F
Deborah,Gonzalez,65,M
Vivian,Nicholson,18,F
Joseph,Ferraro,34,F
Eva,Hollins,67,F
Kyle,Woody,21,F
Michael,Gibson,34,M
Tammi,Harris,13,F
Aubrey,Slowe,41,M
Jason,Grimes,62,F
Diane,Walker,28,LGBT
Stephen,Alexander,104,F
Mario,Fuller,8,LGBT
Maria,Snell,38,LGBT
Sheryl,Fluellen,51,F
Darwin,Lewis,50,M
Nancy,Monroe,21,LGBT
Grace,Young,56,F
Diane,Besaw,37,LGBT
Samantha,Webster,63,F
Talia,Draeger,27,F
Joel,Crippen,49,LGBT
Sean,Wilkinson,61,M
Mark,Green,8,F
Mae,Conner,67,M
Lee,Siegel,9,LGBT
Ruby,Bento,34,LGBT
Patricia,Houde,25,M
William,Tackett,10,M
Alysha,White,24,LGBT
Cynthia,Wheeler,47,M
Benjamin,Jones,191,LGBT
Kay,Wheeler,54,LGBT
Tyrone,Smith,21,F
Enrique,Lorenzo,22,Not Defined
Bonnie,Rose,70,F
Louise,Hurrington,32,LGBT
Lucinda,Duncan,35,F
Lawrence,Gomez,58,F
Odell,Whigham,36,LGBT
Jose,Smith,9,LGBT
James,Uttley,69,LGBT
Jeffrey,Suhr,17,LGBT
Harland,Wilson,32,M
Clara,Cohen,22,M
Frank,Byrnes,42,F
Tamesha,Anderson,60,M
Renee,Barron,41,M
Judy,Thomas,44,LGBT
Robert,Schmuff,112,LGBT
Stephanie,Hyatt,54,M
Bobby,Hicks,48,LGBT
Amanda,Sporle,180,M
Richard,Frith,28,LGBT
Louise,Carroll,24,LGBT
Sarah,Britton,64,M
Thomas,Myers,122,M
Rebecca,Rosales,23,LGBT
Shirley,Ledbetter,10,F
David,Acevedo,31,LGBT
John,Bills,5,LGBT
Carol,Spraggins,62,F
Richard,Perez,26,LGBT
Randy,Moore,20,M
Karla,Sammartano,64,F
Barry,Whicker,63,F
Moses,Cropley,39,LGBT
Jeffrey,Watson,66,LGBT
Lynn,Marcella,57,M
Regina,Woodruff,57,M
Gary,Barefield,18,F
Paul,Willoughby,48,M
Edward,Stiles,24,F
Gene,Ramsay,32,M
Jessie,Johnston,7,F
Donna,Alli,51,M
Freddie,Silverman,47,F
Robert,Cable,58,M
Blanche,Payne,30,Not Defined
Douglas,Gurley,49,LGBT
James,Marian,14,LGBT
Oscar,Evans,28,Not Defined
Marguerite,Rowell,53,M
Leonard,Gust,70,LGBT
Laura,Hart,178,M
Jennifer,Olson,103,LGBT
Loretta,Martin,48,LGBT
James,Pugh,69,F
Theresa,Leyendecker,38,LGBT
Bessie,Birks,58,LGBT
Megan,Thruman,26,LGBT
Robert,Whigham,188,LGBT
Daniel,Pitts,101,F
Cheryl,Maloney,89,M
Mary,Inyart,107,M
Debbie,Coleman,68,LGBT
Darla,Luevano,64,F
James,Weatherford,49,M
Albert,Mccaskill,32,Not Defined
Lai,Nichols,63,M
Tony,Hoover,152,LGBT
Richard,Taylor,43,M
Mitchell,Lopez,40,LGBT
Cora,Mabe,36,M
Shawn,King,55,LGBT
Kathleen,Franklin,52,LGBT
Yevette,Weston,61,M
Tommy,Irwin,4,F
Gary,Inks,67,LGBT
Betty,Stubblefield,33,Not Defined
Christopher,Miller,54,LGBT
Russel,Balla,58,F
David,King,72,M
Ron,Smith,44,F
Augusta,Exley,28,M
Joseph,Garrison,69,F
Craig,Swann,40,F
Marsha,Roy,55,F
Lanie,Lama,63,LGBT
Kyung,Patrick,23,M
Brenda,Reyes,57,Not Defined
Tammy,Santucci,23,LGBT
William,Finley,5,M
Harriet,Poe,37,LGBT
Emma,Rambo,26,LGBT
Roderick,Champagne,10,M
Donald,Ray,18,M
James,Bradshaw,53,F
Emma,Fong,37,Not Defined
Timothy,Maddox,20,LGBT
Laura,Clanton,52,M
Jason,Hooker,40,Not Defined
Cedrick,Salazar,186,LGBT
Michael,Shipps,14,F
Kyle,Kuykendall,46,F
Scott,Vance,45,M
Rita,Collins,42,M
Jay,Pope,11,LGBT
Jimmy,Picard,56,F
Lorenzo,Caswell,45,Not Defined
Jo,Moore,5,M
Kyle,Williams,63,M
Jack,Ray,46,M
Kristin,Rudzik,62,Not Defined
Kimberly,Given,20,F
Diana,Roberts,27,LGBT
Wendy,Beier,69,M
Lourdes,Perry,43,LGBT
Frank,Schellhase,69,LGBT
Deborah,Roth,52,F
Denise,Craig,40,Not Defined
Rachel,Halladay,38,LGBT
Marcella,Lesane,31,F
Brittny,Funk,4,M
Richard,Seward,54,F
Maxine,Romaniak,19,LGBT
Antonio,Ivy,10,F
Annie,Yates,51,M
Brady,Brown,50,Not Defined
Beatrice,Wissinger,47,M
Houston,Sauceda,32,F
Sheila,Mercado,25,F
Angela,Hollingsworth,162,F
John,Shaw,3,LGBT
Paul,Smith,18,Not Defined
Robert,Reyes,4,F
Martin,Lunsford,33,M
Donna,Moore,28,M
Nicole,Millward,5,M
Joann,Moore,18,LGBT
Travis,Jacobs,28,M
Fran,Edwards,49,F
Shirley,Ealey,22,M
Reuben,Lester,15,M
Nancy,Metz,158,F
Terry,Loy,32,Not Defined
Tonya,Densmore,98,F
Frieda,Yarbrough,31,F
Valentin,Sanchez,52,M
William,Shepard,12,M
Nancy,West,13,M
Monte,Pope,33,F
Jaclyn,Jones,82,M
Bonnie,Pinedo,30,Not Defined
Barry,Lake,7,F
John,Worrell,20,LGBT
Raymond,Applen,35,LGBT
Sharon,Amos,89,F
Thomas,Falls,64,F
Donald,Woodlin,42,F
Quentin,Offutt,39,LGBT
Emmett,Scott,31,F
Ruby,Perez,157,LGBT
Raul,Cain,27,LGBT
David,Armijo,57,F
Alice,Loynes,25,F
Eleanor,Corbin,61,LGBT
Barbara,Oliver,27,LGBT
Richard,Pacheco,25,LGBT
Gordon,Bauer,55,Not Defined
Margaret,Butler,70,LGBT
Helen,Vasquez,27,LGBT
Robert,Gautreau,49,F
Gina,Ruiz,53,Not Defined
Brent,Cook,38,M
Jane,Whirry,20,M
Stanley,Rowe,35,LGBT
Alice,Risner,34,Not Defined
William,Coster,22,F
Amy,Hasty,12,M
Richelle,Nguyen,30,F
Kelvin,Fullwood,55,LGBT
George,Horn,57,LGBT
William,Rosas,36,M
Rhonda,Sprengeler,31,M
Clifton,Rodriguez,34,LGBT
Ronald,Flannery,52,LGBT
Lacey,Collins,32,F
Betty,Sorbello,69,Not Defined
Willie,Blunt,40,LGBT
Jeffrey,Thomason,59,M
Matthew,Sanchez,62,LGBT
Noah,Noguera,38,LGBT
Richard,Worrell,27,F
Susan,Lee,16,LGBT
Margie,Jones,2,F
Margaret,Kennedy,47,LGBT
Clifton,Keys,35,M
Edward,Wilkinson,28,LGBT
Corrine,Martinez,11,F
Anna,Cradle,20,Not Defined
Daryl,Wilson,39,M
Muoi,Owens,74,Not Defined
Richard,Giddins,50,LGBT
Richard,Griffith,57,LGBT
Jane,Waldal,32,Not Defined
Bernadette,Rance,59,F
Kevin,Bean,29,M
Pamela,Sain,48,Not Defined
Richard,Davis,46,M
Joan,Runions,70,M
Ruth,Terwilliger,69,M
William,Pilling,69,M
Mary,Watson,45,LGBT
Gary,Sears,34,LGBT
Keith,Winslow,64,LGBT
Ada,Barber,3,F
Ty,Wyse,56,LGBT
Lakisha,Graham,35,LGBT
Tracy,Baylon,200,F
Olive,Mayer,38,F
Jared,Brady,24,F
Angela,Wenk,54,LGBT
Charles,Lowrey,148,M
Andrew,Flohr,22,M
Christopher,Imig,36,M
Rose,Bright,46,F
Patsy,Fore,62,LGBT
Michele,Otto,50,M
Jean,Bauer,48,F
Joe,Harness,28,F
Ruby,Sargent,31,M
Mitchell,Blenden,6,F
Alma,Mcarthur,13,M
Antonio,Walters,39,M
Patrick,Forbes,42,M
James,Anderson,182,LGBT
Donald,Braatz,47,F
David,Chase,45,M
Jennie,Abad,25,M
Raymond,Tusing,31,M
Diana,Allen,56,F
Michael,Jones,25,F
Pamela,Bearce,107,LGBT
Joyce,Yee,96,Not Defined
Douglas,Fish,68,LGBT
Mildred,Mccormick,19,LGBT
Jacob,Shockey,47,M
Russell,Lundy,121,F
Judith,Mcneal,62,F
Rachel,Lynch,39,LGBT
Jerry,Stafford,38,Not Defined
Daniel,Smith,70,M
William,Garcia,70,F
James,Jones,120,LGBT
Jerry,Boynton,7,F
Van,Mendoza,49,M
Claude,Hughes,55,F
Amanda,Cooper,28,F
Robert,Connor,30,LGBT
Raymond,Meddaugh,49,M
Laura,Wismer,67,Not Defined
Shelley,Spalding,49,LGBT
Maris,Rosenthal,44,LGBT
Ashley,Hurtubise,66,M
Robert,Bailey,3,F
Michelle,Woods,24,M
David,Wilner,30,M
